1008,8563,40.0
1009,8561,31.11
1009,8562,38.63
1009,8563,38.59
1009,8564,61.24
1009,8565,61.24
1010,8558,42.48
1010,8559,38.93
1010,8560,39.67
1010,8561,38.12
1010,8562,48.11
1010,8563,39.24
1010,8564,44.33
1010,8565,44.33
1011,8556,50.31
1011,8557,71.7
1011,8558,49.64
1011,8559,27.53
1011,8560,45.45
1011,8561,50.0
1011,8562,61.43
1011,8563,41.26
1011,8564,48.11
1011,8565,48.11
1012,8555,64.39
1012,8556,35.94
1012,8557,45.67
1012,8558,62.76
1012,8559,50.0
1012,8560,45.19
1012,8561,25.45
1012,8562,39.21
1012,8563,44.48
1012,8564,43.53
1012,8565,55.94
1012,8566,37.91
1012,8567,37.91
1013,8551,44.55
1013,8552,57.21
1013,8553,72.71
1013,8554,71.6
1013,8555,31.88
1013,8556,28.68
1013,8557,47.07
1013,8558,50.0
1013,8559,50.0
1013,8560,50.0
1013,8561,30.94
1013,8562,52.54
1013,8563,41.19
1013,8564,53.89
1013,8565,38.2
1013,8566,42.8
1013,8567,42.8
1014,8549,69.39
1014,8550,26.79
1014,8551,50.0
1014,8552,55.84
1014,8553,51.1
1014,8554,49.9
1014,8555,58.84
1014,8556,45.92
1014,8557,42.15
1014,8558,50.0
1014,8559,44.89
1014,8560,24.85
1014,8561,42.19
1014,8562,55.79
1014,8563,32.39
1014,8564,41.47
1014,8565,55.08
1014,8566,43.33
1014,8567,43.33
1015,8546,49.85
1015,8547,44.34
1015,8548,43.7
1015,8549,57.92
1015,8550,41.2
1015,8551,59.48
1015,8552,44.95
1015,8553,62.29
1015,8554,53.1
1015,8555,63.0
1015,8556,50.78
1015,8557,50.0
1015,8558,45.45
1015,8559,62.38
1015,8560,30.13
1015,8561,28.16
1015,8562,28.57
1015,8563,28.45
1015,8564,36.03
1015,8565,49.36
1015,8566,49.54
1015,8567,49.54
1016,8542,61.44
1016,8543,71.02
1016,8544,62.06
1016,8545,45.3
1016,8546,52.42
1016,8547,50.0
1016,8548,74.89
1016,8549,80.36
1016,8550,59.88
1016,8551,58.27
1016,8552,46.7
1016,8553,53.52
1016,8554,45.85
1016,8555,51.48
1016,8556,75.36
1016,8557,50.0
1016,8558,50.0
1016,8559,50.0
1016,8560,50.39
1016,8561,25.0
1016,8562,44.2
1016,8563,31.85
1016,8564,24.94
1016,8565,28.69
1016,8566,33.65
1016,8567,44.79
1016,8568,27.33
1016,8569,27.33
1017,8539,50.72
1017,8540,53.14
1017,8541,64.84
1017,8542,60.23
1017,8543,82.63
1017,8544,65.45
1017,8545,60.09
1017,8546,65.61
1017,8547,50.0
1017,8548,79.17
1017,8549,59.15
1017,8550,63.48
1017,8551,48.44
1017,8552,77.35
1017,8553,73.18
1017,8554,55.73
1017,8555,51.41
1017,8556,58.9
1017,8557,50.0
1017,8558,50.0
1017,8559,50.0
1017,8560,37.3
1017,8561,57.95
1017,8562,28.41
1017,8563,45.66
1017,8564,35.85
1017,8565,40.56
1017,8566,40.87
1017,8567,53.42
1017,8568,33.68
1017,8569,33.68
1018,8534,60.04
1018,8535,76.13
1018,8536,59.37
1018,8537,67.79
1018,8538,48.02
1018,8539,51.59
1018,8540,49.71
1018,8541,55.0
1018,8542,49.17
1018,8543,56.37
1018,8544,52.6
1018,8545,57.1
1018,8546,59.88
1018,8547,71.43
1018,8548,69.12
1018,8549,53.05
1018,8550,52.21
1018,8551,67.75
1018,8552,72.79
1018,8553,46.66
1018,8554,64.17
1018,8555,64.41
1018,8556,43.62
1018,8557,71.3
1018,8558,50.0
1018,8559,50.0
1018,8560,36.65
1018,8561,43.42
1018,8562,44.57
1018,8563,49.08
1018,8564,43.94
1018,8565,50.14
1018,8566,27.46
1018,8567,30.72
1018,8568,35.65
1018,8569,35.65
1019,8517,54.55
1019,8518,67.13
1019,8519,49.41
1019,8520,58.08
1019,8521,53.03
1019,8522,39.72
1019,8523,48.77
1019,8524,38.07
1019,8525,53.19
1019,8526,62.0
1019,8527,60.15
1019,8528,54.89
1019,8529,59.0
1019,8530,58.79
1019,8531,58.96
1019,8532,71.37
1019,8533,58.8
1019,8534,68.97
1019,8535,39.17
1019,8536,56.93
1019,8537,35.23
1019,8538,52.83
1019,8539,52.74
1019,8540,62.86
1019,8541,70.21
1019,8542,73.3
1019,8543,50.0
1019,8544,59.87
1019,8545,59.72
1019,8546,63.62
1019,8547,44.37
1019,8548,52.17
1019,8549,48.43
1019,8550,33.37
1019,8551,58.33
1019,8552,44.83
1019,8553,50.36
1019,8554,69.45
1019,8555,55.42
1019,8556,44.2
1019,8557,68.53
1019,8558,51.41
1019,8559,66.9
1019,8560,47.5
1019,8561,42.4
1019,8562,31.89
1019,8563,43.3
1019,8564,40.32
1019,8565,36.08
1019,8566,30.73
