1008,8563,45.79
1009,8561,43.81
1009,8562,61.64
1009,8563,48.28
1009,8564,46.38
1009,8565,46.38
1010,8558,49.52
1010,8559,43.51
1010,8560,100.0
1010,8561,51.54
1010,8562,100.0
1010,8563,48.48
1010,8564,30.77
1010,8565,30.77
1011,8556,60.0
1011,8557,69.01
1011,8558,56.07
1011,8559,38.61
1011,8560,37.27
1011,8561,69.23
1011,8562,100.0
1011,8563,53.62
1011,8564,59.09
1011,8565,59.09
1012,8555,80.0
1012,8556,40.26
1012,8557,35.11
1012,8558,100.0
1012,8559,47.22
1012,8560,53.85
1012,8561,44.55
1012,8562,69.23
1012,8563,47.44
1012,8564,43.28
1012,8565,39.29
1012,8566,1.75
1012,8567,1.75
1013,8551,92.59
1013,8552,36.36
1013,8553,52.86
1013,8554,54.17
1013,8555,90.2
1013,8556,60.29
1013,8557,40.86
1013,8558,100.0
1013,8559,37.25
1013,8560,35.34
1013,8561,47.47
1013,8562,100.0
1013,8563,72.46
1013,8564,58.93
1013,8565,34.57
1013,8566,13.04
1013,8567,13.04
1014,8549,73.33
1014,8550,32.76
1014,8551,51.02
1014,8552,76.47
1014,8553,64.63
1014,8554,53.19
1014,8555,90.2
1014,8556,87.76
1014,8557,59.37
1014,8558,58.75
1014,8559,75.64
1014,8560,38.46
1014,8561,45.83
1014,8562,48.0
1014,8563,60.56
1014,8564,29.41
1014,8565,48.48
1014,8566,15.69
1014,8567,15.69
1015,8546,74.47
1015,8547,69.81
1015,8548,74.0
1015,8549,69.81
1015,8550,76.79
1015,8551,73.02
1015,8552,75.0
1015,8553,68.29
1015,8554,90.16
1015,8555,100.0
1015,8556,100.0
1015,8557,59.49
1015,8558,59.74
1015,8559,82.76
1015,8560,31.79
1015,8561,19.62
1015,8562,37.82
1015,8563,51.85
1015,8564,44.93
1015,8565,48.78
1015,8566,43.48
1015,8567,43.48
1016,8542,85.71
1016,8543,84.91
1016,8544,94.64
1016,8545,66.1
1016,8546,100.0
1016,8547,67.35
1016,8548,78.26
1016,8549,53.49
1016,8550,84.0
1016,8551,46.67
1016,8552,31.91
1016,8553,59.65
1016,8554,100.0
1016,8555,39.13
1016,8556,58.18
1016,8557,54.55
1016,8558,98.08
1016,8559,67.14
1016,8560,33.33
1016,8561,55.45
1016,8562,47.83
1016,8563,100.0
1016,8564,35.58
1016,8565,45.13
1016,8566,33.68
1016,8567,18.8
1016,8568,7.17
1016,8569,7.17
1017,8539,51.16
1017,8540,78.57
1017,8541,96.15
1017,8542,87.04
1017,8543,100.0
1017,8544,100.0
1017,8545,78.57
1017,8546,94.44
1017,8547,74.0
1017,8548,70.83
1017,8549,82.86
1017,8550,89.13
1017,8551,68.89
1017,8552,79.49
1017,8553,80.49
1017,8554,49.21
1017,8555,32.53
1017,8556,36.07
1017,8557,23.08
1017,8558,35.64
1017,8559,92.92
1017,8560,41.27
1017,8561,37.14
1017,8562,36.36
1017,8563,100.0
1017,8564,82.14
1017,8565,65.38
1017,8566,34.88
1017,8567,67.61
1017,8568,12.97
1017,8569,12.97
1018,8534,71.15
1018,8535,78.26
1018,8536,86.36
1018,8537,64.81
1018,8538,73.81
1018,8539,51.22
1018,8540,51.11
1018,8541,93.48
1018,8542,85.37
1018,8543,73.81
1018,8544,80.85
1018,8545,67.69
1018,8546,69.39
1018,8547,62.75
1018,8548,80.49
1018,8549,65.12
1018,8550,27.66
1018,8551,26.42
1018,8552,38.6
1018,8553,37.5
1018,8554,44.44
1018,8555,44.07
1018,8556,19.74
1018,8557,50.0
1018,8558,34.35
1018,8559,97.73
1018,8560,58.7
1018,8561,44.74
1018,8562,34.78
1018,8563,100.0
1018,8564,100.0
1018,8565,59.21
1018,8566,49.3
1018,8567,50.6
1018,8568,46.24
1018,8569,46.24
1019,8517,65.08
1019,8518,77.36
1019,8519,85.71
1019,8520,92.31
1019,8521,100.0
1019,8522,84.13
1019,8523,65.38
1019,8524,54.05
1019,8525,67.69
1019,8526,92.31
1019,8527,56.41
1019,8528,40.35
1019,8529,53.85
1019,8530,56.36
1019,8531,53.85
1019,8532,79.49
1019,8533,61.76
1019,8534,60.42
1019,8535,44.0
1019,8536,55.74
1019,8537,66.67
1019,8538,86.11
1019,8539,62.5
1019,8540,97.5
1019,8541,100.0
1019,8542,95.45
1019,8543,82.0
1019,8544,70.91
1019,8545,54.72
1019,8546,64.52
1019,8547,41.18
1019,8548,52.0
1019,8549,58.33
1019,8550,13.12
1019,8551,20.64
1019,8552,8.43
1019,8553,20.0
1019,8554,31.75
1019,8555,33.33
1019,8556,17.19
1019,8557,40.0
1019,8558,48.15
1019,8559,55.56
1019,8560,57.89
1019,8561,40.0
1019,8562,25.76
1019,8563,46.27
1019,8564,60.29
1019,8565,81.01
1019,8566,73.53
1019,8567,43.1
1019,8568,62.16
1019,8569,15.04
1019,8570,0.45
1019,8571,0.45
1020,8514,85.96
1020,8515,64.91
1020,8516,78.69
1020,8517,100.0
1020,8518,78.46
1020,8519,94.83
1020,8520,100.0
1020,8521,100.0
1020,8522,100.0
1020,8523,76.47
1020,8524,95.12
1020,8525,57.69
1020,8526,60.98
1020,8527,47.5
1020,8528,91.43
1020,8529,50.0
1020,8530,22.0
1020,8531,46.0
1020,8532,65.96
1020,8533,78.05
1020,8534,82.93
1020,8535,50.0
1020,8536,71.11
1020,8537,60.87
1020,8538,75.68
1020,8539,65.22
1020,8540,100.0
1020,8541,52.63
1020,8542,72.73
1020,8543,100.0
1020,8544,62.0
1020,8545,67.92
1020,8546,63.27
1020,8547,33.85
1020,8548,28.0
1020,8549,62.5
1020,8550,20.43
1020,8551,20.0
1020,8552,31.15
1020,8553,20.0
1020,8554,20.0
1020,8555,15.25
1020,8556,18.75
1020,8557,19.4
1020,8558,54.79
1020,8559,42.47
1020,8560,46.87
1020,8561,46.34
1020,8562,16.67
1020,8563,51.81
1020,8564,23.81
1020,8565,100.0
1020,8566,34.55
1020,8567,32.34
1020,8568,43.07
1020,8569,48.31
1020,8570,5.52
1020,8571,5.52
1021,8511,50.82
1021,8512,75.93
1021,8513,66.67
1021,8514,79.69
1021,8515,95.08
1021,8516,82.35
1021,8517,83.58
1021,8518,77.78
1021,8519,81.82
1021,8520,79.59
1021,8521,100.0
1021,8522,85.37
1021,8523,70.0
1021,8524,41.03
1021,8525,36.84
1021,8526,53.85
1021,8527,35.37
1021,8528,40.54
1021,8529,28.99
1021,8530,27.08
1021,8531,31.03
1021,8532,87.8
1021,8533,91.49
1021,8534,72.0
1021,8535,80.77
1021,8536,72.73
1021,8537,69.77
1021,8538,77.08
1021,8539,69.23
1021,8540,63.64
1021,8541,56.0
1021,8542,86.54
1021,8543,40.48
1021,8544,89.58
1021,8545,53.13
1021,8546,38.36
1021,8547,33.96
1021,8548,25.35
1021,8549,48.15
1021,8550,32.1
1021,8551,33.33
1021,8552,30.0
1021,8553,36.23
1021,8554,15.79
1021,8555,37.84
1021,8556,15.28
1021,8557,10.0
1021,8558,14.29
1021,8559,29.51
1021,8560,55.38
1021,8561,10.94
1021,8562,15.53
1021,8563,20.39
1021,8564,74.47
1021,8565,100.0
1021,8566,74.55
1021,8567,55.8
1021,8568,76.52
1021,8569,100.0
1021,8570,41.05
1021,8571,41.05
1022,8509,53.97
1022,8510,51.9
1022,8511,49.12
1022,8512,73.77
1022,8513,74.0
1022,8514,62.07
1022,8515,80.3
1022,8516,71.7
1022,8517,70.37
1022,8518,64.71
1022,8519,46.15
1022,8520,28.33
1022,8521,38.33
1022,8522,35.21
1022,8523,38.98
1022,8524,41.86
1022,8525,40.82
1022,8526,36.76
1022,8527,42.31
